,symbol,longShortRatio,timestamp
967,BTCUSDT,2.4807,2024-09-09 01:00:00
968,BTCUSDT,2.4388,2024-09-09 01:30:00
969,BTCUSDT,2.4376,2024-09-09 02:00:00
970,BTCUSDT,2.4554,2024-09-09 02:30:00
971,BTCUSDT,2.4507,2024-09-09 03:00:00
972,BTCUSDT,2.4447,2024-09-09 03:30:00
973,BTCUSDT,2.4602,2024-09-09 04:00:00
974,BTCUSDT,2.4578,2024-09-09 04:30:00
975,BTCUSDT,2.5051,2024-09-09 05:00:00
976,BTCUSDT,2.4507,2024-09-09 05:30:00
977,BTCUSDT,2.3267,2024-09-09 06:00:00
978,BTCUSDT,2.3212,2024-09-09 06:30:00
979,BTCUSDT,2.2499,2024-09-09 07:00:00
980,BTCUSDT,2.2331,2024-09-09 07:30:00
981,BTCUSDT,2.1867,2024-09-09 08:00:00
982,BTCUSDT,2.1918,2024-09-09 08:30:00
983,BTCUSDT,2.1756,2024-09-09 09:00:00
984,BTCUSDT,2.1726,2024-09-09 09:30:00
985,BTCUSDT,2.2144,2024-09-09 10:00:00
986,BTCUSDT,2.1949,2024-09-09 10:30:00
987,BTCUSDT,2.1646,2024-09-09 11:00:00
988,BTCUSDT,2.1536,2024-09-09 11:30:00
989,BTCUSDT,2.2478,2024-09-09 12:00:00
990,BTCUSDT,2.2227,2024-09-09 12:30:00
991,BTCUSDT,2.1496,2024-09-09 13:00:00
992,BTCUSDT,1.9895,2024-09-09 13:30:00
993,BTCUSDT,1.8827,2024-09-09 14:00:00
994,BTCUSDT,1.7988,2024-09-09 14:30:00
995,BTCUSDT,1.7270,2024-09-09 15:00:00
996,BTCUSDT,1.6954,2024-09-09 15:30:00
997,BTCUSDT,1.6947,2024-09-09 16:00:00
998,BTCUSDT,1.7248,2024-09-09 16:30:00
999,BTCUSDT,1.7360,2024-09-09 17:00:00
1000,BTCUSDT,1.7360,2024-09-09 17:00:00
1001,BTCUSDT,1.6781,2024-09-09 17:30:00
1002,BTCUSDT,1.6688,2024-09-09 18:00:00
1003,BTCUSDT,1.7293,2024-09-09 18:30:00
1004,BTCUSDT,1.7152,2024-09-09 19:00:00
1005,BTCUSDT,1.7071,2024-09-09 19:30:00
1006,BTCUSDT,1.6724,2024-09-09 20:00:00
1007,BTCUSDT,1.6709,2024-09-09 20:30:00
1008,BTCUSDT,1.6302,2024-09-09 21:00:00
1009,BTCUSDT,1.5826,2024-09-09 21:30:00
1010,BTCUSDT,1.6330,2024-09-09 22:00:00
1011,BTCUSDT,1.6076,2024-09-09 22:30:00
1012,BTCUSDT,1.5907,2024-09-09 23:00:00
1013,BTCUSDT,1.5820,2024-09-09 23:30:00
1014,BTCUSDT,1.5860,2024-09-10 00:00:00
1015,BTCUSDT,1.5840,2024-09-10 00:30:00
1016,BTCUSDT,1.5760,2024-09-10 01:00:00
1017,BTCUSDT,1.6137,2024-09-10 01:30:00
1018,BTCUSDT,1.6164,2024-09-10 02:00:00
1019,BTCUSDT,1.6911,2024-09-10 02:30:00
1020,BTCUSDT,1.6874,2024-09-10 03:00:00
1021,BTCUSDT,1.6631,2024-09-10 03:30:00
1022,BTCUSDT,1.6652,2024-09-10 04:00:00
1023,BTCUSDT,1.7144,2024-09-10 04:30:00
1024,BTCUSDT,1.7108,2024-09-10 05:00:00
1025,BTCUSDT,1.6991,2024-09-10 05:30:00
1026,BTCUSDT,1.6427,2024-09-10 06:00:00
1027,BTCUSDT,1.6660,2024-09-10 06:30:00
1028,BTCUSDT,1.6752,2024-09-10 07:00:00
1029,BTCUSDT,1.6652,2024-09-10 07:30:00
1030,BTCUSDT,1.6638,2024-09-10 08:00:00
1031,BTCUSDT,1.6631,2024-09-10 08:30:00
1032,BTCUSDT,1.6667,2024-09-10 09:00:00
1033,BTCUSDT,1.6546,2024-09-10 09:30:00
1034,BTCUSDT,1.6413,2024-09-10 10:00:00
1035,BTCUSDT,1.5867,2024-09-10 10:30:00
1036,BTCUSDT,1.6199,2024-09-10 11:00:00
1037,BTCUSDT,1.6385,2024-09-10 11:30:00
1038,BTCUSDT,1.6309,2024-09-10 12:00:00
1039,BTCUSDT,1.6497,2024-09-10 12:30:00
1040,BTCUSDT,1.6954,2024-09-10 13:00:00
1041,BTCUSDT,1.7248,2024-09-10 13:30:00
1042,BTCUSDT,1.7174,2024-09-10 14:00:00
1043,BTCUSDT,1.6874,2024-09-10 14:30:00
1044,BTCUSDT,1.6802,2024-09-10 15:00:00
1045,BTCUSDT,1.7020,2024-09-10 15:30:00
1046,BTCUSDT,1.6532,2024-09-10 16:00:00
1047,BTCUSDT,1.6631,2024-09-10 16:30:00
1048,BTCUSDT,1.6212,2024-09-10 17:00:00
1049,BTCUSDT,1.6042,2024-09-10 17:30:00
1050,BTCUSDT,1.6076,2024-09-10 18:00:00
1051,BTCUSDT,1.5954,2024-09-10 18:30:00
1052,BTCUSDT,1.5893,2024-09-10 19:00:00
1053,BTCUSDT,1.5820,2024-09-10 19:30:00
1054,BTCUSDT,1.5887,2024-09-10 20:00:00
1055,BTCUSDT,1.5907,2024-09-10 20:30:00
1056,BTCUSDT,1.5753,2024-09-10 21:00:00
1057,BTCUSDT,1.5400,2024-09-10 21:30:00
1058,BTCUSDT,1.5381,2024-09-10 22:00:00
1059,BTCUSDT,1.5323,2024-09-10 22:30:00
1060,BTCUSDT,1.5927,2024-09-10 23:00:00
1061,BTCUSDT,1.6274,2024-09-10 23:30:00
1062,BTCUSDT,1.6371,2024-09-11 00:00:00
1063,BTCUSDT,1.6695,2024-09-11 00:30:00
1064,BTCUSDT,1.6976,2024-09-11 01:00:00
1065,BTCUSDT,1.7556,2024-09-11 01:30:00
1066,BTCUSDT,1.7724,2024-09-11 02:00:00
1067,BTCUSDT,1.7863,2024-09-11 02:30:00
1068,BTCUSDT,1.8281,2024-09-11 03:00:00
1069,BTCUSDT,1.8827,2024-09-11 03:30:00
1070,BTCUSDT,1.8885,2024-09-11 04:00:00
1071,BTCUSDT,1.9180,2024-09-11 04:30:00
1072,BTCUSDT,1.9386,2024-09-11 05:00:00
1073,BTCUSDT,1.9019,2024-09-11 05:30:00
1074,BTCUSDT,1.8760,2024-09-11 06:00:00
1075,BTCUSDT,1.9095,2024-09-11 06:30:00
1076,BTCUSDT,1.9129,2024-09-11 07:00:00
1077,BTCUSDT,1.8927,2024-09-11 07:30:00
1078,BTCUSDT,1.8969,2024-09-11 08:00:00
1079,BTCUSDT,1.9002,2024-09-11 08:30:00
1080,BTCUSDT,1.9265,2024-09-11 09:00:00
1081,BTCUSDT,1.9674,2024-09-11 09:30:00
1082,BTCUSDT,1.9780,2024-09-11 10:00:00
1083,BTCUSDT,1.9542,2024-09-11 10:30:00
1084,BTCUSDT,2.0675,2024-09-11 11:00:00
1085,BTCUSDT,2.2425,2024-09-11 11:30:00
1086,BTCUSDT,2.2808,2024-09-11 12:00:00
1087,BTCUSDT,2.2723,2024-09-11 12:30:00
1088,BTCUSDT,2.0276,2024-09-11 13:00:00
1089,BTCUSDT,1.9904,2024-09-11 13:30:00
1090,BTCUSDT,1.9603,2024-09-11 14:00:00
1091,BTCUSDT,1.8265,2024-09-11 14:30:00
1092,BTCUSDT,1.7285,2024-09-11 15:00:00
1093,BTCUSDT,1.6610,2024-09-11 15:30:00
1094,BTCUSDT,1.5853,2024-09-11 16:00:00
1095,BTCUSDT,1.6028,2024-09-11 16:30:00
1096,BTCUSDT,1.6069,2024-09-11 17:00:00
1097,BTCUSDT,1.6001,2024-09-11 17:30:00
1098,BTCUSDT,1.5887,2024-09-11 18:00:00
1099,BTCUSDT,1.5800,2024-09-11 18:30:00
1100,BTCUSDT,1.5840,2024-09-11 19:00:00
1101,BTCUSDT,1.5800,2024-09-11 19:30:00
1102,BTCUSDT,1.5760,2024-09-11 20:00:00
1103,BTCUSDT,1.5813,2024-09-11 20:30:00
1104,BTCUSDT,1.5767,2024-09-11 21:00:00
1105,BTCUSDT,1.6015,2024-09-11 21:30:00
1106,BTCUSDT,1.5826,2024-09-11 22:00:00
1107,BTCUSDT,1.5767,2024-09-11 22:30:00
1108,BTCUSDT,1.5740,2024-09-11 23:00:00
1109,BTCUSDT,1.5634,2024-09-11 23:30:00
1110,BTCUSDT,1.5523,2024-09-12 00:00:00
1111,BTCUSDT,1.5132,2024-09-12 00:30:00
1112,BTCUSDT,1.4814,2024-09-12 01:00:00
1113,BTCUSDT,1.4734,2024-09-12 01:30:00
1114,BTCUSDT,1.4248,2024-09-12 02:00:00
1115,BTCUSDT,1.4021,2024-09-12 02:30:00
1116,BTCUSDT,1.3987,2024-09-12 03:00:00
1117,BTCUSDT,1.4015,2024-09-12 03:30:00
1118,BTCUSDT,1.4096,2024-09-12 04:00:00
1119,BTCUSDT,1.4319,2024-09-12 04:30:00
1120,BTCUSDT,1.4438,2024-09-12 05:00:00
1121,BTCUSDT,1.4510,2024-09-12 05:30:00
1122,BTCUSDT,1.3987,2024-09-12 06:00:00
1123,BTCUSDT,1.3889,2024-09-12 06:30:00
1124,BTCUSDT,1.3719,2024-09-12 07:00:00
1125,BTCUSDT,1.3753,2024-09-12 07:30:00
1126,BTCUSDT,1.3624,2024-09-12 08:00:00
1127,BTCUSDT,1.4027,2024-09-12 08:30:00
1128,BTCUSDT,1.3987,2024-09-12 09:00:00
